Evaluation-Run ID,UNIX Timestamp,Time Since Evaluation-Run Start,Disk Space Change Since Start,Disk Space Change Since Last Measurement,CPU Usage,Memory Usage,Network Received Since Start,Network Sent Since Start,Network Received Compared To Last Measurement,Network Sent Compared To Last Measurement,FLOps Project Stage
1,1723207307.2323353,0.8746364116668701,-384.1015625,-384.1015625,43.4,18.4,0.004082679748535156,0.003958702087402344,0.004082679748535156,0.003958702087402344,Evaluation-Run Start
1,1723207312.2393436,5.8816447257995605,-4128.3125,-3744.2109375,26.2,18.4,0.08181095123291016,0.08318519592285156,0.077728271484375,0.07922649383544922,Evaluation-Run Start
1,1723207317.2462933,10.888594388961792,-4128.2734375,0.0390625,1.9,18.3,0.14909934997558594,0.15061664581298828,0.06728839874267578,0.06743144989013672,Evaluation-Run Start
1,1723207322.2528415,15.895142555236816,-4128.25390625,0.01953125,2.3,18.3,0.2289276123046875,0.23160171508789062,0.07982826232910156,0.08098506927490234,Evaluation-Run Start
1,1723207327.2595873,20.901888370513916,-4128.234375,0.01953125,1.8,18.3,0.29700756072998047,0.3001251220703125,0.06807994842529297,0.06852340698242188,Evaluation-Run Start
1,1723207332.2667065,25.90900754928589,-4128.1953125,0.0390625,2.2,18.3,0.37644195556640625,0.380828857421875,0.07943439483642578,0.0807037353515625,Evaluation-Run Start
1,1723207337.2736654,30.915966510772705,-4128.1640625,0.03125,1.7,18.3,0.4451732635498047,0.44875431060791016,0.06873130798339844,0.06792545318603516,Evaluation-Run Start
1,1723207342.2803466,35.92264771461487,-4128.12890625,0.03515625,2.2,18.3,0.5265827178955078,0.5303325653076172,0.08140945434570312,0.08157825469970703,Evaluation-Run Start
1,1723207347.2838836,40.92618465423584,-4128.1015625,0.02734375,1.6,18.3,0.5949192047119141,0.5988168716430664,0.06833648681640625,0.06848430633544922,Evaluation-Run Start
1,1723207352.2896678,45.93196892738342,-4128.06640625,0.03515625,2.4,18.3,0.6769914627075195,0.6825952529907227,0.08207225799560547,0.08377838134765625,Evaluation-Run Start
1,1723207357.2965174,50.93881845474243,-4128.03515625,0.03125,1.7,18.3,0.7445297241210938,0.7501106262207031,0.06753826141357422,0.06751537322998047,Evaluation-Run Start
1,1723207362.3036215,55.94592261314392,-4128.0,0.03515625,2.2,18.3,0.8243379592895508,0.8310127258300781,0.07980823516845703,0.080902099609375,Evaluation-Run Start
1,1723207367.3102229,60.952523946762085,-4127.96484375,0.03515625,1.9,18.2,0.8938121795654297,0.9000263214111328,0.0694742202758789,0.06901359558105469,Evaluation-Run Start
1,1723207372.3168573,65.95915842056274,-4127.93359375,0.03125,2.1,18.2,0.9732275009155273,0.9800605773925781,0.07941532135009766,0.08003425598144531,Evaluation-Run Start
1,1723207377.3234596,70.96576070785522,-4127.89453125,0.0390625,1.7,18.2,1.0417747497558594,1.048670768737793,0.06854724884033203,0.06861019134521484,Evaluation-Run Start
1,1723207382.3305123,75.97281336784363,-4128.81640625,-0.921875,2.1,18.2,1.120802879333496,1.1287670135498047,0.07902812957763672,0.08009624481201172,Evaluation-Run Start
1,1723207387.3373091,80.97961020469666,-4128.78515625,0.03125,1.7,18.3,1.188720703125,1.1970500946044922,0.0679178237915039,0.0682830810546875,Evaluation-Run Start
1,1723207392.3439195,85.98622059822083,-4128.73828125,0.046875,2.0,18.3,1.2671947479248047,1.2775745391845703,0.07847404479980469,0.08052444458007812,Evaluation-Run Start
1,1723207397.3457484,90.98804950714111,-4128.71484375,0.0234375,1.8,18.2,1.334059715270996,1.3456764221191406,0.0668649673461914,0.06810188293457031,Evaluation-Run Start
1,1723207402.3521593,95.99446034431458,-4128.67578125,0.0390625,2.1,18.2,1.4132890701293945,1.4267950057983398,0.07922935485839844,0.08111858367919922,Evaluation-Run Start
1,1723207407.3568358,100.99913692474365,-4128.6484375,0.02734375,1.9,18.2,1.480447769165039,1.4956846237182617,0.06715869903564453,0.06888961791992188,Evaluation-Run Start
1,1723207412.3608406,106.00314164161682,-4128.6171875,0.03125,2.4,18.2,1.5608654022216797,1.5790519714355469,0.08041763305664062,0.08336734771728516,Evaluation-Run Start
1,1723207417.3648064,111.0071074962616,-4128.578125,0.0390625,1.5,18.2,1.6274280548095703,1.6473770141601562,0.06656265258789062,0.06832504272460938,Evaluation-Run Start
1,1723207422.3713846,116.01368570327759,-4128.546875,0.03125,2.1,18.2,1.7060728073120117,1.7279701232910156,0.0786447525024414,0.08059310913085938,Evaluation-Run Start
1,1723207427.378052,121.02035307884216,-4128.51171875,0.03515625,1.7,18.2,1.773615837097168,1.7971105575561523,0.06754302978515625,0.06914043426513672,Evaluation-Run Start
1,1723207432.3846593,126.0269603729248,-4128.47265625,0.0390625,1.9,18.2,1.851313591003418,1.8771381378173828,0.07769775390625,0.08002758026123047,Evaluation-Run Start
1,1723207437.3914278,131.03372883796692,-4128.44140625,0.03125,1.7,18.2,1.9176549911499023,1.9453392028808594,0.06634140014648438,0.06820106506347656,Evaluation-Run Start
1,1723207442.3990676,136.04136872291565,-4128.41015625,0.03125,2.1,18.2,1.9948997497558594,2.024698257446289,0.07724475860595703,0.07935905456542969,Evaluation-Run Start
1,1723207447.4055963,141.0478973388672,-4128.37109375,0.0390625,1.6,18.2,2.0632848739624023,2.094491958618164,0.06838512420654297,0.069793701171875,Evaluation-Run Start
1,1723207452.4121869,146.0544879436493,-4128.34375,0.02734375,2.2,18.2,2.1404380798339844,2.1740055084228516,0.07715320587158203,0.0795135498046875,Evaluation-Run Start
