Evaluation-Run ID,UNIX Timestamp,Time Since Evaluation-Run Start,Disk Space Change Since Start,Disk Space Change Since Last Measurement,CPU Usage,Memory Usage,Network Received Since Start,Network Sent Since Start,Network Received Compared To Last Measurement,Network Sent Compared To Last Measurement,FLOps Project Stage
1,1722282563.956036,0.8561341762542725,4.390625,4.390625,28.1,77.5,0.04289817810058594,0.05811595916748047,0.04289817810058594,0.05811595916748047,Evaluation-Run Start
1,1722282568.9620755,5.862173557281494,6.85546875,2.46484375,15.0,77.4,0.826141357421875,0.8413381576538086,0.7832431793212891,0.7832221984863281,FL-Actors Image Build
1,1722282573.9700081,10.870106220245361,383.91015625,377.0546875,22.0,77.6,246.76233768463135,8.532959938049316,245.93619632720947,7.691621780395508,FL-Actors Image Build
1,1722282578.9740083,15.874106407165527,874.2421875,490.33203125,26.0,77.5,497.2751941680908,16.45563507080078,250.51285648345947,7.922675132751465,FL-Actors Image Build
1,1722282583.9780095,20.87810754776001,1655.0703125,780.828125,39.7,77.5,711.6548500061035,23.380743980407715,214.3796558380127,6.925108909606934,FL-Actors Image Build
1,1722282588.982006,25.88210415840149,1882.7734375,227.703125,16.7,77.5,900.6555433273315,29.340559005737305,189.00069332122803,5.95981502532959,FL-Actors Image Build
1,1722282593.9860065,30.886104583740234,2103.83203125,221.05859375,16.1,77.5,1137.358009338379,36.34456443786621,236.70246601104736,7.004005432128906,FL-Actors Image Build
1,1722282598.9900115,35.89010953903198,2370.88671875,267.0546875,17.5,77.5,1329.5554065704346,42.43033695220947,192.19739723205566,6.085772514343262,FL-Actors Image Build
1,1722282603.9950187,40.89511680603027,2987.19140625,616.3046875,29.3,77.4,1329.875228881836,42.73890209197998,0.3198223114013672,0.3085651397705078,FL-Actors Image Build
1,1722282609.0140066,45.9141047000885,3691.21875,704.02734375,30.6,77.4,1330.2377624511719,43.07247734069824,0.3625335693359375,0.3335752487182617,FL-Actors Image Build
1,1722282614.0180116,50.91810965538025,4177.74609375,486.52734375,24.4,77.6,1330.5901737213135,43.39665699005127,0.35241127014160156,0.32417964935302734,FL-Actors Image Build
1,1722282619.0220375,55.92213559150696,4536.71484375,358.96875,22.2,77.5,1330.9298028945923,43.71604537963867,0.3396291732788086,0.31938838958740234,FL-Actors Image Build
1,1722282624.0262651,60.92636322975159,4537.37109375,0.65625,12.7,78.0,1331.3092489242554,44.07151412963867,0.37944602966308594,0.35546875,FL-Actors Image Build
1,1722282629.0301096,65.9302077293396,4537.515625,0.14453125,8.8,78.1,1331.6867179870605,44.42602729797363,0.3774690628051758,0.35451316833496094,FL-Actors Image Build
1,1722282634.0380101,70.93810820579529,4593.51171875,55.99609375,13.9,79.8,1391.6889171600342,161.648832321167,60.00219917297363,117.22280502319336,FL-Actors Image Build
1,1722282639.0420048,75.94210290908813,4880.890625,287.37890625,31.0,78.3,1604.557222366333,580.8819723129272,212.86830520629883,419.23313999176025,FL-Actors Image Build
1,1722282644.0460107,80.9461088180542,5425.2578125,544.3671875,41.9,78.8,1870.162875175476,1105.658444404602,265.60565280914307,524.7764720916748,FL-Actors Image Build
1,1722282649.0515933,85.95169138908386,5845.6484375,420.390625,37.1,78.5,2124.795496940613,1610.587971687317,254.63262176513672,504.92952728271484,FL-Actors Image Build
1,1722282654.0540102,90.95410823822021,6091.7890625,246.140625,21.4,78.4,2386.1555671691895,2125.789171218872,261.36007022857666,515.2011995315552,FL-Actors Image Build
1,1722282659.058011,95.95810914039612,6569.46484375,477.67578125,25.1,78.5,2484.8487243652344,2320.0042028427124,98.69315719604492,194.21503162384033,FL-Actors Image Build
1,1722282664.0636365,100.96373462677002,7643.0,1073.53515625,32.0,78.8,2485.283073425293,2320.4003314971924,0.43434906005859375,0.39612865447998047,FL-Actors Image Build
1,1722282669.070007,105.97010517120361,8213.58984375,570.58984375,23.8,78.5,2485.698384284973,2320.772096633911,0.4153108596801758,0.37176513671875,FL-Actors Image Build
1,1722282674.0740335,110.97413158416748,8782.5703125,568.98046875,31.9,78.6,2486.059578895569,2321.1077737808228,0.3611946105957031,0.3356771469116211,FL-Actors Image Build
1,1722282679.0780098,115.97810792922974,7702.41796875,-1080.15234375,19.1,80.4,2486.4797773361206,2321.482557296753,0.4201984405517578,0.3747835159301758,FL-Actors Image Build
1,1722282684.082816,120.98291397094727,7702.546875,0.12890625,20.9,81.1,2486.8838815689087,2321.858772277832,0.40410423278808594,0.37621498107910156,FL-Actors Image Build
1,1722282689.0860026,125.98610067367554,7702.6484375,0.1015625,20.5,81.5,2487.312508583069,2322.2407512664795,0.42862701416015625,0.38197898864746094,FL-Actors Image Build
1,1722282694.0900128,130.99011087417603,8047.63671875,344.98828125,21.0,78.6,2491.466586112976,2326.5086555480957,4.154077529907227,4.267904281616211,FL-Actors Image Build
1,1722282699.0940206,135.99411869049072,9091.15234375,1043.515625,65.1,79.1,2939.3156299591064,2774.8167657852173,447.84904384613037,448.3081102371216,FL-Actors Image Build
1,1722282704.1007304,141.00082850456238,8567.0,-524.15234375,59.7,79.3,3440.450761795044,3276.129235267639,501.1351318359375,501.3124694824219,FL-Actors Image Build
1,1722282709.1067333,146.006831407547,9016.3125,449.3125,18.8,79.4,3440.9123487472534,3276.5387296676636,0.46158695220947266,0.40949440002441406,FL-Actors Image Build
1,1722282714.1140053,151.01410341262817,9650.1484375,633.8359375,20.2,79.5,3441.340739250183,3276.938229560852,0.4283905029296875,0.39949989318847656,FL-Actors Image Build
