Evaluation-Run ID,UNIX Timestamp,Time Since Evaluation-Run Start,Disk Space Change Since Start,Disk Space Change Since Last Measurement,CPU Usage,Memory Usage,Network Received Since Start,Network Sent Since Start,Network Received Compared To Last Measurement,Network Sent Compared To Last Measurement,FLOps Project Stage
10,1722395424.491933,0.8494739532470703,4.44921875,4.44921875,26.3,49.7,0.11017227172851562,0.1307525634765625,0.11017227172851562,0.1307525634765625,Evaluation-Run Start
10,1722395429.4964993,5.854040145874023,5.1875,0.73828125,13.6,49.8,1.4322757720947266,1.4132442474365234,1.322103500366211,1.282491683959961,FL-Actors Image-Builder Deployment
10,1722395434.5004776,10.858018398284912,396.421875,391.234375,23.2,49.9,252.4035234451294,10.037083625793457,250.97124767303467,8.623839378356934,FL-Actors Image-Builder Deployment
10,1722395439.5044935,15.862034320831299,999.42578125,603.00390625,34.6,50.3,508.8587226867676,18.681015968322754,256.4551992416382,8.643932342529297,FL-Actors Image-Builder Deployment
10,1722395444.5101655,20.867706298828125,1722.8671875,723.44140625,33.4,50.1,765.471399307251,27.402074813842773,256.6126766204834,8.72105884552002,FL-Actors Image-Builder Deployment
10,1722395449.516475,25.87401580810547,1990.96875,268.1015625,18.7,49.9,1022.1345081329346,35.98181438446045,256.6631088256836,8.579739570617676,FL-Actors Image-Builder Deployment
10,1722395454.5205238,30.87806463241577,2231.05859375,240.08984375,15.9,49.9,1278.5533571243286,44.40584468841553,256.41884899139404,8.424030303955078,FL-Actors Image-Builder Deployment
10,1722395459.5244782,35.88201904296875,2652.23828125,421.1796875,19.5,50.1,1334.6293306350708,46.68839359283447,56.07597351074219,2.2825489044189453,FL-Actors Image-Builder Deployment
10,1722395464.5305388,40.88807964324951,3724.38671875,1072.1484375,31.4,50.1,1335.362705230713,47.34232807159424,0.7333745956420898,0.6539344787597656,FL-Actors Image-Builder Deployment
10,1722395469.536482,45.894022941589355,4221.37109375,496.984375,23.4,50.1,1336.1090631484985,47.98873424530029,0.7463579177856445,0.6464061737060547,FL-Actors Image-Builder Deployment
10,1722395474.5434272,50.900968074798584,4537.2421875,315.87109375,20.6,50.7,1336.9254894256592,48.720736503601074,0.8164262771606445,0.7320022583007812,FL-Actors Image-Builder Deployment
10,1722395479.5485337,55.90607452392578,4537.35546875,0.11328125,9.6,50.6,1337.6477632522583,49.38641357421875,0.7222738265991211,0.6656770706176758,FL-Actors Image-Builder Deployment
10,1722395484.5572438,60.9147846698761,4537.94140625,0.5859375,9.5,50.5,1338.408582687378,50.07471561431885,0.7608194351196289,0.6883020401000977,FL-Actors Image-Builder Deployment
10,1722395489.5651402,65.92268109321594,4749.953125,212.01171875,27.7,50.7,1567.2239475250244,498.09195137023926,228.81536483764648,448.0172357559204,FL-Actors Image-Builder Deployment
10,1722395494.5684717,70.92601251602173,5235.37109375,485.41796875,41.5,51.0,1829.2326965332031,1013.0991144180298,262.0087490081787,515.0071630477905,FL-Actors Image Build
10,1722395499.572476,75.93001675605774,5784.25,548.87890625,40.0,50.9,2070.90115070343,1493.1997575759888,241.66845417022705,480.100643157959,FL-Actors Image Build
10,1722395504.576471,80.93401193618774,6034.42578125,250.17578125,25.3,50.9,2334.455729484558,2013.105845451355,263.55457878112793,519.9060878753662,FL-Actors Image Build
10,1722395509.580475,85.93801593780518,6279.390625,244.96484375,18.3,51.0,2597.7722940444946,2530.8552618026733,263.3165645599365,517.7494163513184,FL-Actors Image Build
10,1722395514.584532,90.94207286834717,6865.88671875,586.49609375,30.5,51.1,2708.4120235443115,2750.3784685134888,110.6397294998169,219.52320671081543,FL-Actors Image Build
10,1722395519.5892963,95.94683718681335,7961.46875,1095.58203125,35.0,51.1,2709.179178237915,2751.0635147094727,0.7671546936035156,0.6850461959838867,FL-Actors Image Build
10,1722395524.5944378,100.95197868347168,8705.17578125,743.70703125,32.8,51.0,2710.0168628692627,2751.800301551819,0.8376846313476562,0.7367868423461914,FL-Actors Image Build
10,1722395529.600474,105.95801496505737,9370.84375,665.66796875,32.4,51.1,2710.8498182296753,2752.5276613235474,0.8329553604125977,0.7273597717285156,FL-Actors Image Build
