Evaluation-Run ID,UNIX Timestamp,Time Since Evaluation-Run Start,Disk Space Change Since Start,Disk Space Change Since Last Measurement,CPU Usage,Memory Usage,Network Received Since Start,Network Sent Since Start,Network Received Compared To Last Measurement,Network Sent Compared To Last Measurement,FLOps Project Stage
3,1722794919.989214,0.8619768619537354,3.15625,3.15625,30.7,44.6,0.048892974853515625,0.09146881103515625,0.048892974853515625,0.09146881103515625,Evaluation-Run Start
3,1722794924.9937382,5.866501092910767,3.859375,0.703125,12.9,44.8,0.8824996948242188,0.9551811218261719,0.8336067199707031,0.8637123107910156,FL-Actors Image-Builder Deployment
3,1722794930.0000784,10.872841358184814,380.1640625,376.3046875,20.7,44.7,247.18780708312988,9.144004821777344,246.30530738830566,8.188823699951172,FL-Actors Image-Builder Deployment
3,1722794935.005733,15.878495931625366,994.09375,613.9296875,34.9,44.9,503.35668563842773,17.414875030517578,256.16887855529785,8.270870208740234,FL-Actors Image-Builder Deployment
3,1722794940.011296,20.884058952331543,1705.91015625,711.81640625,30.7,44.9,758.2015590667725,25.568861961364746,254.84487342834473,8.153986930847168,FL-Actors Image-Builder Deployment
3,1722794945.018027,25.89078998565674,1984.6171875,278.70703125,16.7,44.9,1013.4507513046265,33.346458435058594,255.249192237854,7.777596473693848,FL-Actors Image-Builder Deployment
3,1722794950.0217304,30.894493341445923,2223.67578125,239.05859375,13.4,44.9,1269.5548238754272,41.22501468658447,256.1040725708008,7.878556251525879,FL-Actors Image-Builder Deployment
3,1722794955.0262394,35.89900231361389,2579.8828125,356.20703125,17.1,45.0,1330.850025177002,43.269142150878906,61.29520130157471,2.0441274642944336,FL-Actors Image-Builder Deployment
3,1722794960.0312524,40.90401530265808,3677.828125,1097.9453125,30.7,45.0,1331.1425714492798,43.54822540283203,0.29254627227783203,0.279083251953125,FL-Actors Image-Builder Deployment
3,1722794965.0337396,45.90650248527527,4209.69921875,531.87109375,22.6,45.0,1331.4463329315186,43.84077835083008,0.30376148223876953,0.2925529479980469,FL-Actors Image-Builder Deployment
3,1722794970.0390203,50.91178321838379,4535.6171875,325.91796875,19.9,45.5,1331.7657976150513,44.15116214752197,0.31946468353271484,0.31038379669189453,FL-Actors Image-Builder Deployment
3,1722794975.041817,55.91457986831665,4535.734375,0.1171875,8.2,45.5,1332.1167430877686,44.50221538543701,0.35094547271728516,0.35105323791503906,FL-Actors Image-Builder Deployment
3,1722794980.050262,60.92302489280701,4536.0,0.265625,8.6,45.4,1332.4248294830322,44.807007789611816,0.3080863952636719,0.3047924041748047,FL-Actors Image-Builder Deployment
3,1722794985.0577357,65.9304986000061,4923.234375,387.234375,31.7,46.0,1501.9190769195557,379.79634857177734,169.49424743652344,334.9893407821655,FL-Actors Image-Builder Deployment
3,1722794990.0654464,70.93820929527283,5101.5,178.265625,23.2,46.2,1531.5355939865112,438.37530994415283,29.616517066955566,58.57896137237549,FL-Actors Image Build
3,1722794995.0737689,75.94653177261353,5121.01953125,19.51953125,11.8,46.4,1540.7533617019653,455.9854459762573,9.217767715454102,17.610136032104492,FL-Actors Image Build
3,1722795000.0778372,80.95060014724731,5118.97265625,-2.046875,10.7,46.7,1541.0934190750122,456.31592082977295,0.340057373046875,0.330474853515625,FL-Actors Image Build
3,1722795005.086532,85.95929503440857,5236.546875,117.57421875,13.8,46.6,1625.2635765075684,620.7015991210938,84.17015743255615,164.3856782913208,FL-Actors Image Build
3,1722795010.0924807,90.96524357795715,5407.65234375,171.10546875,18.1,46.6,1625.5849723815918,621.015191078186,0.3213958740234375,0.31359195709228516,FL-Actors Image Build
3,1722795015.0977585,95.97052145004272,5411.0859375,3.43359375,18.0,46.6,1625.9168014526367,621.336763381958,0.3318290710449219,0.32157230377197266,FL-Actors Image Build
3,1722795020.1018274,100.97459030151367,5411.203125,0.1171875,11.6,46.5,1626.267686843872,621.6783609390259,0.35088539123535156,0.3415975570678711,FL-Actors Image Build
3,1722795025.1106732,105.9834361076355,5496.28515625,85.08203125,16.3,46.9,1639.23668384552,646.4462280273438,12.96899700164795,24.76786708831787,FL-Actors Image Build
3,1722795030.1148052,110.98756814002991,5505.89453125,9.609375,10.5,47.1,1639.5778036117554,646.7833786010742,0.34111976623535156,0.33715057373046875,FL-Actors Image Build
3,1722795035.1262605,115.9990234375,5571.8828125,65.98828125,16.7,46.5,1650.0157594680786,666.8223314285278,10.437955856323242,20.038952827453613,FL-Actors Image Build
3,1722795040.1307771,121.0035400390625,5572.03515625,0.15234375,9.1,46.7,1650.378212928772,667.1851110458374,0.3624534606933594,0.3627796173095703,FL-Actors Image Build
3,1722795045.1377332,126.01049613952637,5931.8515625,359.81640625,19.1,47.7,1704.037347793579,772.9561624526978,53.65913486480713,105.77105140686035,FL-Actors Image Build
3,1722795050.1423795,131.0151424407959,6003.203125,71.3515625,17.9,48.8,1704.4044876098633,773.3187217712402,0.3671398162841797,0.36255931854248047,FL-Actors Image Build
3,1722795055.1445866,136.01734948158264,6032.32421875,29.12109375,13.6,49.3,1704.7277164459229,773.6356267929077,0.3232288360595703,0.31690502166748047,FL-Actors Image Build
3,1722795060.1537302,141.02649307250977,6148.546875,116.22265625,15.1,49.5,1768.2461261749268,897.8905162811279,63.518409729003906,124.25488948822021,FL-Actors Image Build
3,1722795065.1588833,146.03164625167847,6405.51953125,256.97265625,23.9,49.8,1777.800760269165,916.232011795044,9.554634094238281,18.341495513916016,FL-Actors Image Build
3,1722795070.1657314,151.038494348526,6625.3203125,219.80078125,14.3,49.8,1778.1595468521118,916.5810241699219,0.35878658294677734,0.3490123748779297,FL-Actors Image Build
3,1722795075.1697311,156.042494058609,6733.953125,108.6328125,17.3,50.0,1778.5014142990112,916.9097452163696,0.34186744689941406,0.3287210464477539,FL-Actors Image Build
3,1722795080.1755228,161.04828572273254,6587.19921875,-146.75390625,18.9,49.9,1778.8512964248657,917.255012512207,0.3498821258544922,0.34526729583740234,FL-Actors Image Build
3,1722795085.1823518,166.05511474609375,6542.15234375,-45.046875,13.1,48.2,1779.2153224945068,917.6145429611206,0.3640260696411133,0.3595304489135742,FL-Actors Image Build
