Evaluation-Run,Accuracy,Loss
1,0.77275,0.7160616219043732
2,0.8267916666666667,0.5639660954475403
3,0.81425,0.6067861318588257
4,0.77275,0.7160616219043732
5,0.81425,0.6067861318588257
6,0.81425,0.6067861318588257
7,0.8267916666666667,0.5639660954475403
8,0.7760833333333333,0.7174510359764099
9,0.8267916666666667,0.5639660954475403
10,0.811,0.6200148165225983
